game_id;date;home_club_id;away_club_id;home_club_manager_name;away_club_manager_name;stadium;attendance;referee;home_club_name;away_club_name;Results
4094591;19/08/2023;1041;969;Laurent Blanc;Michel Der Zakarian;Groupama Stadium;42576.0;Mathieu Vernice;Olympique Lyonnais;Montpellier Hérault Sport Club;-1
4094590;20/08/2023;1082;995;Paulo Fonseca;Pierre Aristouy;Decathlon Arena-Stade Pierre-Mauroy;34356.0;Pierre Gaillouste;Lille Olympique Sporting Club Lille Métropole;Football Club de Nantes;1
4094594;20/08/2023;738;3911;Luka Elsner;Éric Roy;Stade Océane;19574.0;Florent Batta;Le Havre Athletic Club;Stade brestois 29;-1
4094592;20/08/2023;1421;3524;Will Still;Pascal Gastien;Stade Auguste-Delaune;12887.0;Romain Lissorgue;Stade de Reims;Clermont Foot 63;1
4094593;20/08/2023;826;273;Franck Haise;Bruno Génésio;Stade Bollaert-Delelis;37223.0;Benoît Millot;Racing Club de Lens;Stade Rennais Football Club;0
4094588;20/08/2023;1158;417;Régis Le Bris;Francesco Farioli;Stade du Moustoir;15848.0;Hakim Ben El Hadj;Football Club Lorient-Bretagne Sud;Olympique Gymnaste Club Nice Côte d'Azur;0
4094589;20/08/2023;162;667;Adi Hütter;Patrick Vieira;Stade Louis-II;10100.0;Ruddy Buquet;Association sportive de Monaco Football Club;Racing Club de Strasbourg Alsace;1
4094603;25/08/2023;995;162;Pierre Aristouy;Adi Hütter;Stade de la Beaujoire;28429.0;Jérémie Pignard;Football Club de Nantes;Association sportive de Monaco Football Club;0
4094596;26/08/2023;583;826;Luis Enrique;Franck Haise;Parc des Princes;47000.0;François Letexier;Paris Saint-Germain Football Club;Racing Club de Lens;1
4094599;26/08/2023;244;3911;Marcelino;Éric Roy;Orange Vélodrome;63592.0;Jérémy Stinat;Olympique de Marseille;Stade brestois 29;1
4094604;27/08/2023;969;1421;Michel Der Zakarian;Will Still;Stade de la Mosson;14476.0;Marc Bollengier;Montpellier Hérault Sport Club;Stade de Reims;-1
4094600;27/08/2023;1158;1082;Régis Le Bris;Paulo Fonseca;Stade du Moustoir;15101.0;Willy Delajod;Football Club Lorient-Bretagne Sud;Lille Olympique Sporting Club Lille Métropole;1
4094601;27/08/2023;417;1041;Francesco Farioli;Laurent Blanc;Allianz Riviera;28033.0;Bastien Dechepy;Olympique Gymnaste Club Nice Côte d'Azur;Olympique Lyonnais;0
4094602;27/08/2023;3524;347;Pascal Gastien;László Bölöni;Stade Gabriel-Montpied;9146.0;Gaël Angoula;Clermont Foot 63;Football Club de Metz;-1
4094598;27/08/2023;273;738;Bruno Génésio;Luka Elsner;Roazhon Park;28311.0;Eric Wattellier;Stade Rennais Football Club;Le Havre Athletic Club;0
4094597;27/08/2023;667;415;Patrick Vieira;Carles Martínez;Stade de la Meinau;25090.0;Benoît Bastien;Racing Club de Strasbourg Alsace;Toulouse Football Club;1
4094610;01/09/2023;995;244;Pierre Aristouy;Marcelino;Stade de la Beaujoire;34600.0;Ruddy Buquet;Football Club de Nantes;Olympique de Marseille;0
4094613;02/09/2023;3911;273;Éric Roy;Bruno Génésio;Stade Francis-Le Blé;15201.0;Hakim Ben El Hadj;Stade brestois 29;Stade Rennais Football Club;0
4094606;02/09/2023;162;826;Adi Hütter;Franck Haise;Stade Louis-II;9402.0;Willy Delajod;Association sportive de Monaco Football Club;Racing Club de Lens;1
4094609;03/09/2023;417;667;Francesco Farioli;Patrick Vieira;Allianz Riviera;20215.0;Jérémy Stinat;Olympique Gymnaste Club Nice Côte d'Azur;Racing Club de Strasbourg Alsace;1
4094611;03/09/2023;738;1158;Luka Elsner;Régis Le Bris;Stade Océane;18707.0;Romain Lissorgue;Le Havre Athletic Club;Football Club Lorient-Bretagne Sud;1
4094612;03/09/2023;347;1421;László Bölöni;Will Still;Stade Saint-Symphorien;24272.0;Mathieu Vernice;Football Club de Metz;Stade de Reims;0
4094605;03/09/2023;415;3524;Carles Martínez;Pascal Gastien;Stadium Municipal;28285.0;Florent Batta;Toulouse Football Club;Clermont Foot 63;0
4094608;03/09/2023;1041;583;Laurent Blanc;Luis Enrique;Groupama Stadium;51657.0;Eric Wattellier;Olympique Lyonnais;Paris Saint-Germain Football Club;-1
4094607;03/09/2023;1082;969;Paulo Fonseca;Michel Der Zakarian;Decathlon Arena-Stade Pierre-Mauroy;35298.0;Benoît Millot;Lille Olympique Sporting Club Lille Métropole;Montpellier Hérault Sport Club;1
4094614;15/09/2023;583;417;Luis Enrique;Francesco Farioli;Parc des Princes;47000.0;Clément Turpin;Paris Saint-Germain Football Club;Olympique Gymnaste Club Nice Côte d'Azur;-1
4094622;16/09/2023;826;347;Franck Haise;László Bölöni;Stade Bollaert-Delelis;37988.0;Stéphanie Frappart;Racing Club de Lens;Football Club de Metz;-1
4094616;16/09/2023;273;1082;Bruno Génésio;Paulo Fonseca;Roazhon Park;28178.0;Jérôme Brisard;Stade Rennais Football Club;Lille Olympique Sporting Club Lille Métropole;0
4094619;17/09/2023;1041;738;Jean-François Vulliez;Luka Elsner;Groupama Stadium;35507.0;Benoît Bastien;Olympique Lyonnais;Le Havre Athletic Club;0
4094620;17/09/2023;3524;995;Pascal Gastien;Pierre Aristouy;Stade Gabriel-Montpied;9775.0;Thomas Léonard;Clermont Foot 63;Football Club de Nantes;-1
4094617;17/09/2023;244;415;Marcelino;Carles Martínez;Orange Vélodrome;63477.0;François Letexier;Olympique de Marseille;Toulouse Football Club;0
4094621;17/09/2023;1421;3911;Will Still;Éric Roy;Stade Auguste-Delaune;12948.0;Gaël Angoula;Stade de Reims;Stade brestois 29;-1
4094618;17/09/2023;1158;162;Régis Le Bris;Adi Hütter;Stade du Moustoir;15247.0;Marc Bollengier;Football Club Lorient-Bretagne Sud;Association sportive de Monaco Football Club;0
4094615;17/09/2023;667;969;Patrick Vieira;Michel Der Zakarian;Stade de la Meinau;25128.0;Pierre Gaillouste;Racing Club de Strasbourg Alsace;Montpellier Hérault Sport Club;0
4094624;22/09/2023;162;417;Adi Hütter;Francesco Farioli;Stade Louis-II;10075.0;Benoît Millot;Association sportive de Monaco Football Club;Olympique Gymnaste Club Nice Côte d'Azur;-1
4094631;23/09/2023;3911;1041;Éric Roy;Fabio Grosso;Stade Francis-Le Blé;14636.0;Thomas Léonard;Stade brestois 29;Olympique Lyonnais;1
4094627;23/09/2023;995;1158;Pierre Aristouy;Régis Le Bris;Stade de la Beaujoire;30704.0;Florent Batta;Football Club de Nantes;Football Club Lorient-Bretagne Sud;1
4094630;24/09/2023;969;273;Michel Der Zakarian;Bruno Génésio;Stade de la Mosson;15430.0;Stéphanie Frappart;Montpellier Hérault Sport Club;Stade Rennais Football Club;0
4094623;24/09/2023;583;244;Luis Enrique;Jacques Abardonado;Parc des Princes;47000.0;Willy Delajod;Paris Saint-Germain Football Club;Olympique de Marseille;1
4094628;24/09/2023;738;3524;Luka Elsner;Pascal Gastien;Stade Océane;18071.0;Mathieu Vernice;Le Havre Athletic Club;Clermont Foot 63;1
4094629;24/09/2023;347;667;László Bölöni;Patrick Vieira;Stade Saint-Symphorien;26661.0;Clément Turpin;Football Club de Metz;Racing Club de Strasbourg Alsace;-1
4094626;24/09/2023;826;415;Franck Haise;Carles Martínez;Stade Bollaert-Delelis;37506.0;Hakim Ben El Hadj;Racing Club de Lens;Toulouse Football Club;1
4094625;26/09/2023;1082;1421;Paulo Fonseca;Will Still;Decathlon Arena-Stade Pierre-Mauroy;33075.0;Eric Wattellier;Lille Olympique Sporting Club Lille Métropole;Stade de Reims;-1
4094632;29/09/2023;667;826;Patrick Vieira;Franck Haise;Stade de la Meinau;26001.0;Jérôme Brisard;Racing Club de Strasbourg Alsace;Racing Club de Lens;-1
4094638;30/09/2023;3524;583;Pascal Gastien;Luis Enrique;Stade Gabriel-Montpied;10586.0;Marc Bollengier;Clermont Foot 63;Paris Saint-Germain Football Club;0
4094636;30/09/2023;162;244;Adi Hütter;Gennaro Gattuso;Stade Louis-II;9912.0;Benoît Bastien;Association sportive de Monaco Football Club;Olympique de Marseille;1
4094635;01/10/2023;1158;969;Régis Le Bris;Michel Der Zakarian;Stade du Moustoir;13492.0;Jérémy Stinat;Football Club Lorient-Bretagne Sud;Montpellier Hérault Sport Club;-1
4094637;01/10/2023;417;3911;Francesco Farioli;Éric Roy;Allianz Riviera;32044.0;Romain Lissorgue;Olympique Gymnaste Club Nice Côte d'Azur;Stade brestois 29;0
4094640;01/10/2023;738;1082;Luka Elsner;Paulo Fonseca;Stade Océane;21919.0;Bastien Dechepy;Le Havre Athletic Club;Lille Olympique Sporting Club Lille Métropole;-1
4094633;01/10/2023;273;995;Bruno Génésio;Pierre Aristouy;Roazhon Park;27316.0;Ruddy Buquet;Stade Rennais Football Club;Football Club de Nantes;1
4094639;01/10/2023;1421;1041;Will Still;Fabio Grosso;Stade Auguste-Delaune;16477.0;François Letexier;Stade de Reims;Olympique Lyonnais;1
4094634;01/10/2023;415;347;Carles Martínez;László Bölöni;Stadium Municipal;24770.0;Gaël Angoula;Toulouse Football Club;Football Club de Metz;1
4094641;06/10/2023;667;995;Patrick Vieira;Pierre Aristouy;Stade de la Meinau;25274.0;Stéphanie Frappart;Racing Club de Strasbourg Alsace;Football Club de Nantes;-1
4094647;07/10/2023;347;417;László Bölöni;Francesco Farioli;Stade Saint-Symphorien;23160.0;Jérôme Brisard;Football Club de Metz;Olympique Gymnaste Club Nice Côte d'Azur;-1
4094645;07/10/2023;1421;162;Will Still;Adi Hütter;Stade Auguste-Delaune;19000.0;Hakim Ben El Hadj;Stade de Reims;Association sportive de Monaco Football Club;-1
4094642;08/10/2023;273;583;Bruno Génésio;Luis Enrique;Roazhon Park;27734.0;Benoît Bastien;Stade Rennais Football Club;Paris Saint-Germain Football Club;-1
4094649;08/10/2023;3911;415;Éric Roy;Carles Martínez;Stade Francis-Le Blé;14509.0;Pierre Gaillouste;Stade brestois 29;Toulouse Football Club;0
4094644;08/10/2023;1041;1158;Fabio Grosso;Régis Le Bris;Groupama Stadium;43100.0;Clément Turpin;Olympique Lyonnais;Football Club Lorient-Bretagne Sud;0
4094646;08/10/2023;826;1082;Franck Haise;Paulo Fonseca;Stade Bollaert-Delelis;37223.0;Benoît Millot;Racing Club de Lens;Lille Olympique Sporting Club Lille Métropole;0
4094643;08/10/2023;244;738;Gennaro Gattuso;Luka Elsner;Orange Vélodrome;63576.0;Thomas Léonard;Olympique de Marseille;Le Havre Athletic Club;1
4094658;20/10/2023;738;826;Luka Elsner;Franck Haise;Stade Océane;23590.0;François Letexier;Le Havre Athletic Club;Racing Club de Lens;0
4094650;21/10/2023;583;667;Luis Enrique;Patrick Vieira;Parc des Princes;41261.0;Bastien Dechepy;Paris Saint-Germain Football Club;Racing Club de Strasbourg Alsace;1
4094656;21/10/2023;417;244;Francesco Farioli;Gennaro Gattuso;Allianz Riviera;31423.0;Ruddy Buquet;Olympique Gymnaste Club Nice Côte d'Azur;Olympique de Marseille;1
4094654;22/10/2023;1082;3911;Paulo Fonseca;Éric Roy;Decathlon Arena-Stade Pierre-Mauroy;34358.0;Hakim Ben El Hadj;Lille Olympique Sporting Club Lille Métropole;Stade brestois 29;1
4094651;22/10/2023;415;1421;Carles Martínez;Will Still;Stadium Municipal;23895.0;Jérémy Stinat;Toulouse Football Club;Stade de Reims;0
4094655;22/10/2023;1041;3524;Fabio Grosso;Pascal Gastien;Groupama Stadium;43999.0;Willy Delajod;Olympique Lyonnais;Clermont Foot 63;-1
4094653;22/10/2023;162;347;Adi Hütter;László Bölöni;Stade Louis-II;6197.0;Romain Lissorgue;Association sportive de Monaco Football Club;Football Club de Metz;1
4094652;22/10/2023;1158;273;Régis Le Bris;Bruno Génésio;Stade du Moustoir;16711.0;Gaël Angoula;Football Club Lorient-Bretagne Sud;Stade Rennais Football Club;1
4094657;22/10/2023;995;969;Pierre Aristouy;Michel Der Zakarian;Stade de la Beaujoire;26864.0;Marc Bollengier;Football Club de Nantes;Montpellier Hérault Sport Club;1
4094662;27/10/2023;3524;417;Pascal Gastien;Francesco Farioli;Stade Gabriel-Montpied;10140.0;Jérémie Pignard;Clermont Foot 63;Olympique Gymnaste Club Nice Côte d'Azur;-1
4094663;28/10/2023;1421;1158;Will Still;Régis Le Bris;Stade Auguste-Delaune;14033.0;Benoît Bastien;Stade de Reims;Football Club Lorient-Bretagne Sud;1
4094664;28/10/2023;826;995;Franck Haise;Pierre Aristouy;Stade Bollaert-Delelis;38223.0;Pierre Gaillouste;Racing Club de Lens;Football Club de Nantes;1
4094666;29/10/2023;969;415;Michel Der Zakarian;Carles Martínez;Stade de la Mosson;13209.0;Thomas Léonard;Montpellier Hérault Sport Club;Toulouse Football Club;1
4094661;29/10/2023;1082;162;Paulo Fonseca;Adi Hütter;Decathlon Arena-Stade Pierre-Mauroy;40046.0;Clément Turpin;Lille Olympique Sporting Club Lille Métropole;Association sportive de Monaco Football Club;1
4094667;29/10/2023;3911;583;Éric Roy;Luis Enrique;Stade Francis-Le Blé;15183.0;Jérôme Brisard;Stade brestois 29;Paris Saint-Germain Football Club;-1
4094659;29/10/2023;273;667;Bruno Génésio;Patrick Vieira;Roazhon Park;28100.0;Florent Batta;Stade Rennais Football Club;Racing Club de Strasbourg Alsace;0
4094665;29/10/2023;347;738;László Bölöni;Luka Elsner;Stade Saint-Symphorien;20718.0;Hakim Ben El Hadj;Football Club de Metz;Le Havre Athletic Club;0
4094668;03/11/2023;583;969;Luis Enrique;Michel Der Zakarian;Parc des Princes;47000.0;Ruddy Buquet;Paris Saint-Germain Football Club;Montpellier Hérault Sport Club;1
4094671;04/11/2023;244;1082;Gennaro Gattuso;Paulo Fonseca;Orange Vélodrome;63674.0;Stéphanie Frappart;Olympique de Marseille;Lille Olympique Sporting Club Lille Métropole;0
4094672;04/11/2023;1158;826;Régis Le Bris;Franck Haise;Stade du Moustoir;16599.0;Bastien Dechepy;Football Club Lorient-Bretagne Sud;Racing Club de Lens;0
4094673;05/11/2023;162;3911;Adi Hütter;Éric Roy;Stade Louis-II;9244.0;Eric Wattellier;Association sportive de Monaco Football Club;Stade brestois 29;1
4094675;05/11/2023;417;273;Francesco Farioli;Bruno Génésio;Allianz Riviera;22430.0;Clément Turpin;Olympique Gymnaste Club Nice Côte d'Azur;Stade Rennais Football Club;1
4094669;05/11/2023;667;3524;Patrick Vieira;Pascal Gastien;Stade de la Meinau;25039.0;Jérémy Stinat;Racing Club de Strasbourg Alsace;Clermont Foot 63;0
4094676;05/11/2023;995;1421;Pierre Aristouy;Will Still;Stade de la Beaujoire;33621.0;Gaël Angoula;Football Club de Nantes;Stade de Reims;-1
4094674;05/11/2023;1041;347;Fabio Grosso;László Bölöni;Groupama Stadium;42040.0;Benoît Millot;Olympique Lyonnais;Football Club de Metz;0
4094670;05/11/2023;415;738;Carles Martínez;Luka Elsner;Stadium Municipal;23060.0;Marc Bollengier;Toulouse Football Club;Le Havre Athletic Club;-1
4094684;10/11/2023;969;417;Michel Der Zakarian;Francesco Farioli;Stade de la Mosson;13452.0;Hakim Ben El Hadj;Montpellier Hérault Sport Club;Olympique Gymnaste Club Nice Côte d'Azur;0
4094682;11/11/2023;738;162;Luka Elsner;Adi Hütter;Stade Océane;23008.0;Thomas Léonard;Le Havre Athletic Club;Association sportive de Monaco Football Club;0
4094680;11/11/2023;1421;583;Will Still;Luis Enrique;Stade Auguste-Delaune;20500.0;Willy Delajod;Stade de Reims;Paris Saint-Germain Football Club;-1
4094677;12/11/2023;273;1041;Bruno Génésio;Fabio Grosso;Roazhon Park;28441.0;Stéphanie Frappart;Stade Rennais Football Club;Olympique Lyonnais;-1
4094679;12/11/2023;3524;1158;Pascal Gastien;Régis Le Bris;Stade Gabriel-Montpied;9798.0;Romain Lissorgue;Clermont Foot 63;Football Club Lorient-Bretagne Sud;1
4094683;12/11/2023;347;995;László Bölöni;Pierre Aristouy;Stade Saint-Symphorien;21674.0;Florent Batta;Football Club de Metz;Football Club de Nantes;1
4094681;12/11/2023;826;244;Franck Haise;Gennaro Gattuso;Stade Bollaert-Delelis;38223.0;Benoît Bastien;Racing Club de Lens;Olympique de Marseille;1
4094678;12/11/2023;1082;415;Paulo Fonseca;Carles Martínez;Decathlon Arena-Stade Pierre-Mauroy;34959.0;Mathieu Vernice;Lille Olympique Sporting Club Lille Métropole;Toulouse Football Club;0
4094686;24/11/2023;583;162;Luis Enrique;Adi Hütter;Parc des Princes;47896.0;Benoît Bastien;Paris Saint-Germain Football Club;Association sportive de Monaco Football Club;1
4094692;25/11/2023;3524;826;Pascal Gastien;Franck Haise;Stade Gabriel-Montpied;10455.0;Benoît Millot;Clermont Foot 63;Racing Club de Lens;-1
4094687;25/11/2023;667;244;Patrick Vieira;Gennaro Gattuso;Stade de la Meinau;25443.0;Jérôme Brisard;Racing Club de Strasbourg Alsace;Olympique de Marseille;0
4094689;26/11/2023;1158;347;Régis Le Bris;László Bölöni;Stade du Moustoir;14469.0;Jérémie Pignard;Football Club Lorient-Bretagne Sud;Football Club de Metz;-1
4094693;26/11/2023;995;738;Pierre Aristouy;Luka Elsner;Stade de la Beaujoire;29346.0;Miguel Nogueira;Football Club de Nantes;Le Havre Athletic Club;0
4094691;26/11/2023;417;415;Francesco Farioli;Carles Martínez;Allianz Riviera;21849.0;François Letexier;Olympique Gymnaste Club Nice Côte d'Azur;Toulouse Football Club;1
4094694;26/11/2023;969;3911;Michel Der Zakarian;Éric Roy;Stade de la Mosson;12311.0;Pierre Gaillouste;Montpellier Hérault Sport Club;Stade brestois 29;-1
4094690;26/11/2023;1041;1082;Fabio Grosso;Paulo Fonseca;Groupama Stadium;40029.0;Eric Wattellier;Olympique Lyonnais;Lille Olympique Sporting Club Lille Métropole;-1
4094688;26/11/2023;273;1421;Julien Stéphan;Will Still;Roazhon Park;27718.0;Ruddy Buquet;Stade Rennais Football Club;Stade de Reims;1
